Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24
Doncaster East,Shell Petrol Station Doncaster East,"484-490 Blackburn Rd, Cnr Reynolds Rd",VIC,3109,2021-07-16,16/07/2021,9:04am - 9:38am,Case attended venue,2021-07-18,18/07/2021,23:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:04:00,09:38:00
Heidelberg,Bean There Espresso Bar,89 Mount St,VIC,3084,2021-07-14,14/07/2021,7:00am - 7:35am,Case attended venue,2021-07-18,18/07/2021,23:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:00:00,07:35:00
Docklands,Story Coffee and Foodstore,700 Bourke St,VIC,3008,2021-07-14,14/07/2021,7:50am - 8:30am,Case attended venue,2021-07-18,18/07/2021,23:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:50:00,08:30:00
Public Transport,Metro Trains- Hurstbridge Line (Heidelberg Station to Flinders St Station),,VIC,,2021-07-15,15/07/2021,5:19pm - 5:50pm,Case travelled on train,2021-07-18,18/07/2021,23:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:19:00,17:50:00
Public Transport,Metro Trains- Hurstbridge Line (Heidelberg Station to Southern Cross Station),,VIC,,2021-07-14,14/07/2021,7:16am - 7:46am,Case travelled on train,2021-07-18,18/07/2021,23:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:16:00,07:46:00
Public Transport,Metro Trains- Hurstbridge Line (Southern Cross Station to Heidelberg Station),,VIC,,2021-07-14,14/07/2021,5:37pm - 6:08pm,Case travelled on train,2021-07-18,18/07/2021,23:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:37:00,18:08:00
Richmond,Bastion Collective,14-18 Cremorne Street,VIC,3121,2021-07-14,14/07/2021,8:40am - 6:15pm,Case attended venue,2021-07-18,18/07/2021,21:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:40:00,18:15:00
Hawthorn East,Van Gogh Flowers ,5 Mayston Street,VIC,3123,2021-07-15,15/07/2021,3:40pm - 4:20pm,Case attended venue,2021-07-18,18/07/2021,21:39:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:40:00,16:20:00
Churchill Island,Churchill Island,,VIC,3925,2021-07-14,14/07/2021,3:48pm - 4:08pm,Case attended,2021-07-18,18/07/2021,21:39:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",15:48:00,16:08:00
Richmond,Lumberjack Cafe,484 Bridge Road,VIC,3121,2021-07-15,15/07/2021,7:53am - 8:33am,Case attended venue,2021-07-18,18/07/2021,21:36:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:53:00,08:33:00
Docklands,Gourmet Deli House,"The District Docklands Market, 40 Docklands Dr",VIC,3008,2021-07-15,15/07/2021,12:46pm - 1:46pm,Case attended venue,2021-07-18,18/07/2021,21:34:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:46:00,13:46:00
Cremorne,The Precinct Hotel,60 Swan Street,VIC,3121,2021-07-13,13/07/2021,10:34pm - 11:20pm,Case attended venue,2021-07-18,18/07/2021,21:28:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,22:34:00,23:20:00
Calder Park,BP Calder Park - Outbound,"937 Calder Hwy, Cnr Holden Rd",VIC,3037,2021-07-11,11/07/2021,11:15am - 11:45am,Case attended venue,2021-07-18,18/07/2021,19:54:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:15:00,11:45:00
Mildura,Mister Bun Mi,852 Fifteenth Street,VIC,3500,2021-07-13,13/07/2021,5:00pm - 7:00pm,Case attended venue,2021-07-18,18/07/2021,19:48:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,17:00:00,19:00:00
Mildura,Blk mlk Specialty Coffee,51 Deakin Avenue,VIC,3500,2021-07-14,14/07/2021,7:00am - 9:00am,Case attended venue,2021-07-18,18/07/2021,19:48:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,07:00:00,09:00:00
Mildura,Yo Yo Joe's Mildura,264-266 Etiwanda Avenue,VIC,3500,2021-07-13,13/07/2021,12:30pm - 2:00pm,Case attended venue,2021-07-18,18/07/2021,19:41:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:30:00,14:00:00
Mildura,Mildura Waves Aquatic and Leisure Centre,180-190 Deakin Avenue,VIC,3500,2021-07-12,12/07/2021,1:00pm - 2:30pm,Case attended venue,2021-07-18,18/07/2021,19:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:00:00,14:30:00
Mildura,Mildura Waves Aquatic and Leisure Centre,180-190 Deakin Avenue,VIC,3500,2021-07-12,12/07/2021,7:00pm - 9:00pm,Case attended venue,2021-07-18,18/07/2021,19:38:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,19:00:00,21:00:00
Mildura,Noodle World Mildura,4/832 Fifteenth Street,VIC,3500,2021-07-12,12/07/2021,11:30am - 1:15pm,Case attended venue,2021-07-18,18/07/2021,19:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:30:00,13:15:00
Mildura,Coles Mildura,Cnr Sanmateo Avenue & Fifteenth St,VIC,3500,2021-07-12,12/07/2021,11:15am - 12:45pm,Case attended venue,2021-07-18,18/07/2021,19:30:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:15:00,12:45:00
Mildura,The Alfred Deakin Centre,190 Deakin Avenue,VIC,3500,2021-07-12,12/07/2021,1:00pm - 2:30pm,Case attended venue,2021-07-18,18/07/2021,19:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,14:30:00
Ravenswood,Caltex Ravenswood,4633 Calder Hwy,VIC,3453,2021-07-11,11/07/2021,12:45pm - 1:30pm,Case attended venue,2021-07-18,18/07/2021,19:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:45:00,13:30:00
Wycheproof,Bakery on Broadway,317 Broadway,VIC,3527,2021-07-11,11/07/2021,2:00pm - 3:00pm,Case attended venue,2021-07-18,18/07/2021,19:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:00:00,15:00:00
Brighton East,Dan Murphy's Brighton East,479 Nepean Hwy,VIC,3187,2021-07-14,14/07/2021,4:25pm - 4:45pm,Case attended venue,2021-07-18,18/07/2021,19:22:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:25:00,16:45:00
South Melbourne,Panette Eatery,144 Cecil Street,VIC,3205,2021-07-11,11/07/2021,8:00am - 10:00am,Case attended venue,2021-07-18,18/07/2021,19:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:00:00,10:00:00
South Melbourne,South Melbourne Market,322-326 Coventry Street,VIC,3205,2021-07-11,11/07/2021,9:30am - 11:00am,Case attended venue,2021-07-18,18/07/2021,19:22:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:30:00,11:00:00
Pakenham,The Great Australian Bakehouse,137-145 Main Street,VIC,3810,2021-07-15,15/07/2021,11:20am - 11:40am,Case attended venue,2021-07-18,18/07/2021,18:44:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:20:00,11:40:00
Cowes,Caltex Woolworths Cowes,124-128 Thompson Avenue,VIC,3922,2021-07-14,14/07/2021,6:00pm - 6:20pm,Case attended venue,2021-07-18,18/07/2021,18:44:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:00:00,18:20:00
Richmond,Coles Richmond Icon,150/160 Swan Street,VIC,3121,2021-07-15,15/07/2021,1:06pm - 1:50pm,Case attended venue,2021-07-18,18/07/2021,18:34:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:06:00,13:50:00
Richmond,Coles Richmond Icon,150/160 Swan Street,VIC,3121,2021-07-16,16/07/2021,3:30pm - 4:45pm,Case attended venue,2021-07-18,18/07/2021,18:34:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:30:00,16:45:00
Brighton East,Fitness First Brighton East,531 Nepean Hwy,VIC,3187,2021-07-14,14/07/2021,4:35pm - 6:45pm,Case attended venue,2021-07-18,18/07/2021,18:28:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:35:00,18:45:00
Oakleigh South,7-Eleven Oakleigh South,699-701 Warrigal Road,VIC,3167,2021-07-14,14/07/2021,7:30am - 7:50am,Case attended venue,2021-07-18,18/07/2021,18:28:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:30:00,07:50:00
